Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Demand_Supply_Ratio,Demand_class,Supply_class,base_cost,demand_supply_factor,Peak_hour,S/D_surge_charge,Vehical_charge,Location_time_surge,loyalty_discount,New_cost
56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747031204,5.6,Higher_demand,Lower_supply,504.0,4.6,Peak hours,811.4399999999999,12.600000000000001,15.12,50.400000000000006,1292.7599999999998
44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063441772,1.76,Lower_demand,Higher_supply,539.0,0.76,low peak,0.0,26.950000000000003,0.0,26.950000000000003,539.0
34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.719058488387,5.666666666666667,Higher_demand,Lower_supply,626.5,4.666666666666667,Peak hours,1023.2833333333333,15.662500000000001,18.794999999999998,6.265000000000001,1677.9758333333332
45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.43591786214927,2.5,Higher_demand,Lower_supply,427.0,1.5,low peak,224.17499999999995,10.675,0.0,21.35,640.4999999999999
31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212701919081,4.428571428571429,Higher_demand,Lower_supply,602.0,3.428571428571429,Peak hours,722.4,30.1,18.06,6.0200000000000005,1366.54
95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.9675719994219,3.392857142857143,Higher_demand,Lower_supply,570.5,2.392857142857143,low peak,477.79374999999993,14.262500000000001,0.0,5.705,1056.85125
82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207006542,1.3898305084745763,Lower_demand,Higher_supply,234.5,0.38983050847457634,low peak,0.0,11.725000000000001,0.0,2.345,243.88
95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772118347,2.5,Higher_demand,Lower_supply,339.5,1.5,low peak,178.23749999999998,16.975,0.0,16.975,517.7375
27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4823999754907,2.25,Lower_demand,Higher_supply,143.5,1.25,low peak,0.0,3.5875000000000004,0.0,7.175000000000001,139.9125
94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779421501,4.086956521739131,Higher_demand,Lower_supply,539.0,3.086956521739131,Peak hours,582.354347826087,26.950000000000003,26.950000000000003,5.39,1169.864347826087
66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795114952,4.4,Higher_demand,Lower_supply,227.5,3.4000000000000004,Peak hours,270.72499999999997,11.375,22.75,11.375,520.9749999999999
40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553931548287,6.666666666666667,Higher_demand,Lower_supply,518.0,5.666666666666667,Peak hours,1027.3666666666668,25.900000000000002,15.54,51.800000000000004,1535.006666666667
56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538108565,2.074074074074074,Lower_demand,Higher_supply,451.5,1.074074074074074,low peak,0.0,22.575000000000003,0.0,22.575000000000003,451.5
54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142440527,9.0,Higher_demand,Lower_supply,539.0,7.0,Peak hours,1320.55,13.475000000000001,26.950000000000003,53.900000000000006,1846.0749999999998
46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093020007,3.066666666666667,Higher_demand,Lower_supply,406.0,2.066666666666667,low peak,293.67333333333335,20.3,0.0,20.3,699.6733333333334
65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002858653508,4.0625,Higher_demand,Lower_supply,511.0,3.0625,Peak hours,547.728125,25.55,25.55,25.55,1084.278125
96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960775620536,2.0,Lower_demand,Higher_supply,276.5,1.0,low peak,0.0,6.9125000000000005,0.0,27.650000000000002,255.76250000000002
47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423209308,5.222222222222222,Higher_demand,Lower_supply,325.5,4.222222222222222,Peak hours,481.0166666666666,8.137500000000001,16.275000000000002,32.550000000000004,798.3791666666667
20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075016093,2.857142857142857,Higher_demand,Lower_supply,535.5,1.8571428571428572,low peak,348.075,13.387500000000001,0.0,26.775000000000002,870.1875000000001
94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.495759583372,1.6491228070175439,Lower_demand,Higher_supply,210.0,0.6491228070175439,low peak,0.0,5.25,0.0,2.1,213.15
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153403296,1.7333333333333334,Lower_demand,Higher_supply,497.0,0.7333333333333334,low peak,0.0,12.425,0.0,24.85,484.575
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983736824666,11.833333333333334,Higher_demand,Lower_supply,549.5,7.0,Peak hours,1346.2749999999999,13.7375,27.475,54.95,1882.0374999999997
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586997774456,5.75,Higher_demand,Lower_supply,430.5,4.75,Peak hours,715.70625,21.525000000000002,12.915,43.050000000000004,1137.59625
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758092651,1.325,Lower_demand,Higher_supply,413.0,0.32499999999999996,low peak,0.0,10.325000000000001,0.0,4.13,419.195
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612068028,2.3636363636363638,Higher_demand,Lower_supply,493.5,1.3636363636363638,low peak,235.5340909090909,12.3375,0.0,4.9350000000000005,736.4365909090909
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.31285347772814,2.1739130434782608,Lower_demand,Higher_supply,598.5,1.1739130434782608,low peak,0.0,14.9625,0.0,59.85,553.6125
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083398759809,1.9473684210526316,Lower_demand,Higher_supply,584.5,0.9473684210526316,low peak,0.0,14.6125,0.0,5.845,593.2674999999999
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.17081970350634,10.6,Higher_demand,Lower_supply,115.5,7.0,Peak hours,282.97499999999997,5.775,3.465,11.55,396.1649999999999
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.18588264010208,1.1904761904761905,Lower_demand,Higher_supply,101.5,0.19047619047619047,low peak,0.0,2.5375,0.0,10.15,93.88749999999999
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748868757226,4.888888888888889,Higher_demand,Lower_supply,45.5,3.8888888888888893,Peak hours,61.93055555555556,2.275,2.275,0.455,111.52555555555557
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.08573637935564,1.2666666666666666,Lower_demand,Higher_supply,252.0,0.2666666666666666,low peak,0.0,12.600000000000001,0.0,2.52,262.08000000000004
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.65693227127065,4.888888888888889,Higher_demand,Lower_supply,381.5,3.8888888888888893,Peak hours,519.2638888888889,9.5375,19.075,19.075,910.3013888888889
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185416184,1.542857142857143,Lower_demand,Higher_supply,213.5,0.5428571428571429,low peak,0.0,10.675,0.0,21.35,202.82500000000002
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336422785,1.6333333333333333,Lower_demand,Higher_supply,269.5,0.6333333333333333,low peak,0.0,13.475000000000001,0.0,2.695,280.28000000000003
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392307234,3.125,Higher_demand,Lower_supply,381.5,2.125,Peak hours,283.74062499999997,9.5375,38.15,19.075,693.8531249999999
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240756909656,2.0,Lower_demand,Higher_supply,301.0,1.0,low peak,0.0,7.525,0.0,30.1,278.42499999999995
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811108678,1.68,Lower_demand,Higher_supply,427.0,0.6799999999999999,low peak,0.0,21.35,0.0,21.35,427.0
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131345744126,2.0714285714285716,Lower_demand,Higher_supply,630.0,1.0714285714285716,low peak,0.0,31.5,0.0,63.0,598.5
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.84680584297232,3.25,Higher_demand,Lower_supply,171.5,2.25,Peak hours,135.05625,4.2875000000000005,17.150000000000002,8.575000000000001,319.41875
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345483820148,6.166666666666667,Higher_demand,Lower_supply,70.0,5.166666666666667,Peak hours,126.58333333333333,1.75,2.1,7.0,193.4333333333333
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063047398,5.352941176470588,Higher_demand,Lower_supply,521.5,4.352941176470588,Peak hours,794.520588235294,26.075000000000003,15.645,52.150000000000006,1305.5905882352938
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846358322,3.625,Higher_demand,Lower_supply,465.5,2.625,Peak hours,427.67812499999997,23.275000000000002,13.965,23.275000000000002,907.1431249999999
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023564641184,1.3777777777777778,Lower_demand,Higher_supply,70.0,0.37777777777777777,low peak,0.0,3.5,0.0,0.7000000000000001,72.8
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.66304412150464,9.857142857142858,Higher_demand,Lower_supply,360.5,7.0,Peak hours,883.2249999999999,18.025000000000002,36.050000000000004,3.605,1294.195
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771161675,2.2857142857142856,Lower_demand,Higher_supply,280.0,1.2857142857142856,low peak,0.0,14.0,0.0,14.0,280.0
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.0126649576171,2.5161290322580645,Higher_demand,Lower_supply,224.0,1.5161290322580645,low peak,118.86451612903225,11.200000000000001,0.0,22.400000000000002,331.6645161290323
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.48842846396354,5.3,Higher_demand,Lower_supply,588.0,4.3,Peak hours,884.9399999999999,14.700000000000001,17.64,29.400000000000002,1475.88
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.77728650517233,1.2,Lower_demand,Higher_supply,133.0,0.19999999999999996,low peak,0.0,6.65,0.0,6.65,133.0
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064097095,1.6724137931034482,Lower_demand,Higher_supply,290.5,0.6724137931034482,low peak,0.0,14.525,0.0,29.05,275.97499999999997
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586126137,1.12987012987013,Lower_demand,Higher_supply,38.5,0.1298701298701299,low peak,0.0,1.925,0.0,3.85,36.574999999999996
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.59407325541466,3.7,Higher_demand,Lower_supply,112.0,2.7,low peak,105.83999999999999,2.8000000000000003,0.0,5.6000000000000005,215.04
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.57277068445282,1.5517241379310345,Lower_demand,Higher_supply,73.5,0.5517241379310345,low peak,0.0,3.6750000000000003,0.0,7.3500000000000005,69.825
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343798843528,2.625,Higher_demand,Lower_supply,616.0,1.625,low peak,350.34999999999997,30.8,0.0,6.16,990.9899999999999
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.815349545453,2.0,Lower_demand,Higher_supply,378.0,1.0,low peak,0.0,18.900000000000002,0.0,18.900000000000002,378.0
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.21310275336955,5.285714285714286,Higher_demand,Lower_supply,217.0,4.285714285714286,Peak hours,325.49999999999994,5.425000000000001,10.850000000000001,2.17,556.605
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.141472496938,2.727272727272727,Higher_demand,Lower_supply,542.5,1.727272727272727,low peak,327.965909090909,27.125,0.0,54.25,843.340909090909
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.72966746525947,2.909090909090909,Higher_demand,Lower_supply,402.5,1.9090909090909092,Peak hours,268.9431818181818,20.125,40.25,4.025,727.7931818181818
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.60807288888,1.7391304347826086,Lower_demand,Higher_supply,623.0,0.7391304347826086,low peak,0.0,15.575000000000001,0.0,31.150000000000002,607.4250000000001
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.03843862699455,1.5555555555555556,Lower_demand,Higher_supply,322.0,0.5555555555555556,low peak,0.0,16.1,0.0,32.2,305.90000000000003
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.331264277609,4.473684210526316,Higher_demand,Lower_supply,574.0,3.473684210526316,Peak hours,697.8631578947369,14.350000000000001,17.22,57.400000000000006,1246.0331578947369
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193291184,1.1948051948051948,Lower_demand,Higher_supply,164.5,0.19480519480519476,low peak,0.0,4.1125,0.0,16.45,152.16250000000002
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360144837103,1.6607142857142858,Lower_demand,Higher_supply,301.0,0.6607142857142858,low peak,0.0,15.05,0.0,3.0100000000000002,313.04
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.1540979676975,1.44,Lower_demand,Higher_supply,427.0,0.43999999999999995,low peak,0.0,10.675,0.0,4.2700000000000005,433.40500000000003
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273046531,1.88,Lower_demand,Higher_supply,171.5,0.8799999999999999,low peak,0.0,8.575000000000001,0.0,1.715,178.35999999999999
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782062817,3.375,Higher_demand,Lower_supply,584.5,2.375,Peak hours,485.86562499999997,14.6125,17.535,58.45,1044.063125
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736351267,2.097560975609756,Lower_demand,Higher_supply,238.0,1.0975609756097562,low peak,0.0,11.9,0.0,2.38,247.52
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.03454356764814,2.0,Lower_demand,Higher_supply,353.5,1.0,low peak,0.0,8.8375,0.0,3.535,358.80249999999995
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089285143,1.6964285714285714,Lower_demand,Higher_supply,514.5,0.6964285714285714,low peak,0.0,25.725,0.0,25.725,514.5
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329085631081,1.1123595505617978,Lower_demand,Higher_supply,56.0,0.1123595505617978,low peak,0.0,1.4000000000000001,0.0,2.8000000000000003,54.6
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.129769999122,2.75,Higher_demand,Lower_supply,427.0,1.75,low peak,261.53749999999997,10.675,0.0,4.2700000000000005,694.9424999999999
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131421355,1.1764705882352942,Lower_demand,Higher_supply,385.0,0.17647058823529416,low peak,0.0,9.625,0.0,19.25,375.375
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042225475,1.605263157894737,Lower_demand,Higher_supply,273.0,0.605263157894737,low peak,0.0,13.65,0.0,13.65,273.0
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.06815696851334,1.8333333333333333,Lower_demand,Higher_supply,367.5,0.8333333333333333,low peak,0.0,9.1875,0.0,36.75,339.9375
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896358975697,1.7727272727272727,Lower_demand,Higher_supply,595.0,0.7727272727272727,low peak,0.0,29.75,0.0,59.5,565.25
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122038585,7.4,Higher_demand,Lower_supply,91.0,6.4,Peak hours,203.83999999999997,4.55,9.1,4.55,303.94
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028092762,1.7924528301886793,Lower_demand,Higher_supply,553.0,0.7924528301886793,low peak,0.0,27.650000000000002,0.0,27.650000000000002,553.0
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918046481,4.666666666666667,Higher_demand,Lower_supply,588.0,3.666666666666667,Peak hours,754.6,29.400000000000002,29.400000000000002,58.800000000000004,1342.6000000000001
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834014812801,3.8823529411764706,Higher_demand,Lower_supply,486.5,2.8823529411764706,Peak hours,490.7926470588235,12.162500000000001,48.650000000000006,48.650000000000006,989.4551470588236
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627032478,5.454545454545454,Higher_demand,Lower_supply,91.0,4.454545454545454,Peak hours,141.8772727272727,2.275,4.55,9.1,230.60227272727272
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612504810801,2.764705882352941,Higher_demand,Lower_supply,542.5,1.7647058823529411,low peak,335.07352941176464,27.125,0.0,54.25,850.4485294117646
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.41301231617626,5.25,Higher_demand,Lower_supply,490.0,4.25,Peak hours,728.8749999999999,24.5,49.0,24.5,1267.875
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.107936848218,4.75,Higher_demand,Lower_supply,262.5,3.75,Peak hours,344.53125,13.125,13.125,13.125,620.15625
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.64239387562827,1.6666666666666667,Lower_demand,Higher_supply,126.0,0.6666666666666667,low peak,0.0,6.300000000000001,0.0,6.300000000000001,126.00000000000001
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52612995371493,1.296875,Lower_demand,Higher_supply,381.5,0.296875,low peak,0.0,9.5375,0.0,38.15,352.88750000000005
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.834933294766,4.428571428571429,Higher_demand,Lower_supply,297.5,3.428571428571429,Peak hours,357.0,14.875,8.924999999999999,14.875,663.425
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.83258579661484,1.8333333333333333,Lower_demand,Higher_supply,322.0,0.8333333333333333,low peak,0.0,8.05,0.0,32.2,297.85
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106726820272,6.181818181818182,Higher_demand,Lower_supply,325.5,5.181818181818182,Peak hours,590.3386363636363,8.137500000000001,9.764999999999999,16.275000000000002,917.4661363636363
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098038704909,1.3125,Lower_demand,Higher_supply,346.5,0.3125,low peak,0.0,17.325,0.0,3.465,360.36
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.19813425701705,4.0,Higher_demand,Lower_supply,276.5,3.0,Peak hours,290.32499999999993,13.825000000000001,27.650000000000002,2.765,605.535
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.083068843808,4.65,Higher_demand,Lower_supply,504.0,3.6500000000000004,Peak hours,643.86,25.200000000000003,50.400000000000006,5.04,1218.4200000000003
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888884974888,1.2954545454545454,Lower_demand,Higher_supply,535.5,0.2954545454545454,low peak,0.0,13.387500000000001,0.0,53.550000000000004,495.33750000000003
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872511532145,4.1875,Higher_demand,Lower_supply,525.0,3.1875,Peak hours,585.7031249999999,26.25,26.25,52.5,1110.703125
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555097292,4.25,Higher_demand,Lower_supply,269.5,3.25,Peak hours,306.55625,6.737500000000001,26.950000000000003,13.475000000000001,596.26875
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588463509,1.7272727272727273,Lower_demand,Higher_supply,364.0,0.7272727272727273,low peak,0.0,18.2,0.0,36.4,345.8
49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.281119337865,1.75,Lower_demand,Higher_supply,602.0,0.75,low peak,0.0,30.1,0.0,30.1,602.0
98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.391205400882,1.6610169491525424,Lower_demand,Higher_supply,350.0,0.6610169491525424,low peak,0.0,8.75,0.0,3.5,355.25
47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542024564,5.222222222222222,Higher_demand,Lower_supply,493.5,4.222222222222222,Peak hours,729.2833333333333,12.3375,24.675,49.35,1210.4458333333334
27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224037960476,2.4545454545454546,Higher_demand,Lower_supply,479.5,1.4545454545454546,low peak,244.1090909090909,23.975,0.0,4.795,742.789090909091
59,29,Urban,Regular,68,4.4,Night,Premium,88,286.05897011629656,2.0344827586206895,Lower_demand,Higher_supply,308.0,1.0344827586206895,low peak,0.0,15.4,0.0,3.08,320.32
56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552388446,2.8,Higher_demand,Lower_supply,87.5,1.7999999999999998,low peak,55.12499999999999,2.1875,0.0,0.875,143.9375
50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811778631195,1.2820512820512822,Lower_demand,Higher_supply,472.5,0.28205128205128216,low peak,0.0,23.625,0.0,47.25,448.875
93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564000302,2.5135135135135136,Higher_demand,Lower_supply,266.0,1.5135135135135136,low peak,140.9081081081081,6.65,0.0,26.6,386.95810810810804
46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.769846813748,2.090909090909091,Lower_demand,Higher_supply,350.0,1.0909090909090908,low peak,0.0,8.75,0.0,3.5,355.25
56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798100890559,2.9473684210526314,Higher_demand,Lower_supply,301.0,1.9473684210526314,Peak hours,205.1552631578947,15.05,15.05,15.05,521.2052631578947
37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.50297743378897,2.3125,Higher_demand,Lower_supply,161.0,1.3125,low peak,73.959375,4.025,0.0,16.1,222.884375
85,58,Urban,Regular,85,4.1,Night,Premium,92,351.77029329216225,1.4655172413793103,Lower_demand,Higher_supply,322.0,0.4655172413793103,low peak,0.0,16.1,0.0,3.22,334.88
27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371049674,3.857142857142857,Higher_demand,Lower_supply,420.0,2.857142857142857,Peak hours,420.0,21.0,42.0,4.2,898.8
44,16,Rural,Silver,31,3.96,Night,Premium,122,395.3781570382596,2.75,Higher_demand,Lower_supply,427.0,1.75,low peak,261.53749999999997,21.35,0.0,21.35,688.5374999999999
75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103067801241,1.4705882352941178,Lower_demand,Higher_supply,231.0,0.47058823529411775,low peak,0.0,11.55,0.0,2.31,240.24
21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404411393,1.9090909090909092,Lower_demand,Higher_supply,360.5,0.9090909090909092,low peak,0.0,9.012500000000001,0.0,36.050000000000004,333.4625
42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383329761,1.4482758620689655,Lower_demand,Higher_supply,535.5,0.4482758620689655,low peak,0.0,26.775000000000002,0.0,26.775000000000002,535.5
25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095389695,1.6666666666666667,Lower_demand,Higher_supply,329.0,0.6666666666666667,low peak,0.0,16.45,0.0,16.45,329.0
67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.6750013649232,1.4565217391304348,Lower_demand,Higher_supply,112.0,0.4565217391304348,low peak,0.0,2.8000000000000003,0.0,1.12,113.67999999999999
29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.46392160702555,4.833333333333333,Higher_demand,Lower_supply,175.0,3.833333333333333,Peak hours,234.79166666666666,4.375,8.75,8.75,414.16666666666663
100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843495781,1.4285714285714286,Lower_demand,Higher_supply,584.5,0.4285714285714286,low peak,0.0,29.225,0.0,58.45,555.275
37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.44939271165,3.7,Higher_demand,Lower_supply,500.5,2.7,Peak hours,472.97249999999997,12.512500000000001,25.025000000000002,50.050000000000004,960.96
31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661863877365,2.2142857142857144,Lower_demand,Higher_supply,360.5,1.2142857142857144,low peak,0.0,18.025000000000002,0.0,36.050000000000004,342.47499999999997
49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.01840875622844,4.083333333333333,Higher_demand,Lower_supply,294.0,3.083333333333333,Peak hours,317.2749999999999,14.700000000000001,14.700000000000001,14.700000000000001,625.9749999999999
42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715337728,2.210526315789474,Lower_demand,Higher_supply,504.0,1.210526315789474,low peak,0.0,25.200000000000003,0.0,5.04,524.1600000000001
61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.16365482248573,12.2,Higher_demand,Lower_supply,101.5,7.0,Peak hours,248.67499999999998,2.5375,3.045,1.0150000000000001,354.7425
24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.4080460440558,3.4285714285714284,Higher_demand,Lower_supply,591.5,2.4285714285714284,Peak hours,502.7749999999999,14.787500000000001,29.575000000000003,59.150000000000006,1079.4874999999997
20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805106937,2.0,Lower_demand,Higher_supply,430.5,1.0,low peak,0.0,21.525000000000002,0.0,4.305,447.71999999999997
22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896202661,2.4444444444444446,Higher_demand,Lower_supply,35.0,1.4444444444444446,low peak,17.694444444444446,1.75,0.0,1.75,52.69444444444444
98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,34.57409278115731,1.1264367816091954,Lower_demand,Higher_supply,45.5,0.12643678160919536,low peak,0.0,1.1375,0.0,0.455,46.182500000000005
30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,535.1718879088473,2.142857142857143,Lower_demand,Higher_supply,514.5,1.1428571428571428,low peak,0.0,12.8625,0.0,25.725,501.63749999999993
32,13,Urban,Regular,75,4.56,Evening,Premium,111,333.4011668412356,2.4615384615384617,Higher_demand,Lower_supply,388.5,1.4615384615384617,low peak,198.73269230769233,19.425,0.0,3.8850000000000002,602.7726923076923
22,12,Urban,Silver,49,4.88,Night,Premium,35,179.8388198801664,1.8333333333333333,Lower_demand,Higher_supply,122.5,0.8333333333333333,low peak,0.0,6.125,0.0,6.125,122.5
62,8,Urban,Silver,13,4.2,Night,Premium,65,241.9912178461052,7.75,Higher_demand,Lower_supply,227.5,6.75,Peak hours,537.46875,11.375,22.75,11.375,787.71875
51,27,Urban,Gold,8,4.31,Night,Economy,92,369.3803924019288,1.8888888888888888,Lower_demand,Higher_supply,322.0,0.8888888888888888,low peak,0.0,8.05,0.0,32.2,297.85
85,74,Suburban,Regular,82,3.92,Evening,Premium,177,704.3001292247022,1.1486486486486487,Lower_demand,Higher_supply,619.5,0.14864864864864868,low peak,0.0,30.975,0.0,6.195,644.28
28,9,Urban,Silver,26,3.95,Night,Premium,114,466.9720738288303,3.111111111111111,Higher_demand,Lower_supply,399.0,2.111111111111111,low peak,294.81666666666666,19.950000000000003,0.0,19.950000000000003,693.8166666666666
93,70,Suburban,Silver,21,3.81,Evening,Economy,12,41.12164471941277,1.3285714285714285,Lower_demand,Higher_supply,42.0,0.3285714285714285,low peak,0.0,1.05,0.0,2.1,40.949999999999996
36,9,Suburban,Silver,53,4.46,Night,Premium,127,404.02979977887577,4.0,Higher_demand,Lower_supply,444.5,3.0,Peak hours,466.7249999999999,22.225,22.225,22.225,933.4499999999999
80,22,Rural,Gold,17,4.4,Morning,Economy,141,423.75441798529033,3.6363636363636362,Higher_demand,Lower_supply,493.5,2.6363636363636362,Peak hours,455.36590909090904,12.3375,14.805,49.35,926.658409090909
60,24,Rural,Regular,18,4.16,Morning,Premium,45,165.72466245477892,2.5,Higher_demand,Lower_supply,157.5,1.5,low peak,82.68749999999999,7.875,0.0,1.575,246.4875
97,45,Urban,Silver,90,3.71,Morning,Premium,151,578.8213877560842,2.1555555555555554,Lower_demand,Higher_supply,528.5,1.1555555555555554,low peak,0.0,26.425,0.0,26.425,528.5
